# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-11-12T00:00:00.0
# Date end (ISO 8601): 2025-11-13T00:00:00.0
# Latitude (positive North, ISO 19115): -48.8485
# Longitude (positive East, ISO 19115): -26.3054
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2025-11-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-12T07:42:00.0/2025-11-12T07:43:00.0;6.1603;4.0816;3.0169;1.0647;11.3473;1.4103;0.0070;1.4033;0.0264;1.0000
2025-11-12T07:43:00.0/2025-11-12T07:44:00.0;6.2236;4.1342;3.0639;1.0703;11.4068;1.5223;0.0078;1.5145;0.0289;1.0000
2025-11-12T07:44:00.0/2025-11-12T07:45:00.0;6.2868;4.1869;3.1110;1.0759;11.4656;1.6367;0.0085;1.6281;0.0315;1.0000
2025-11-12T07:45:00.0/2025-11-12T07:46:00.0;6.3501;4.2397;3.1582;1.0815;11.5236;1.7535;0.0093;1.7441;0.0340;1.0000
2025-11-12T07:46:00.0/2025-11-12T07:47:00.0;6.4133;4.2925;3.2055;1.0870;11.5810;1.8404;0.0099;1.8305;0.0358;1.0000
2025-11-12T07:47:00.0/2025-11-12T07:48:00.0;6.4765;4.3454;3.2530;1.0924;11.6376;1.7656;0.0094;1.7562;0.0335;1.0000
2025-11-12T07:48:00.0/2025-11-12T07:49:00.0;6.5397;4.3983;3.3005;1.0978;11.6936;1.6885;0.0088;1.6796;0.0313;1.0000
2025-11-12T07:49:00.0/2025-11-12T07:50:00.0;6.6029;4.4512;3.3482;1.1031;11.7490;1.6090;0.0083;1.6007;0.0290;1.0000
2025-11-12T07:50:00.0/2025-11-12T07:51:00.0;6.6660;4.5043;3.3959;1.1083;11.8037;1.5271;0.0077;1.5194;0.0266;1.0000
2025-11-12T07:51:00.0/2025-11-12T07:52:00.0;6.7292;4.5573;3.4438;1.1136;11.8577;1.4429;0.0071;1.4358;0.0243;1.0000
2025-11-12T07:52:00.0/2025-11-12T07:53:00.0;6.7922;4.6104;3.4917;1.1187;11.9111;1.3563;0.0064;1.3498;0.0219;1.0000
2025-11-12T07:53:00.0/2025-11-12T07:54:00.0;6.8553;4.6636;3.5397;1.1238;11.9639;1.2673;0.0058;1.2615;0.0195;1.0000
2025-11-12T07:54:00.0/2025-11-12T07:55:00.0;6.9183;4.7167;3.5879;1.1289;12.0161;1.1760;0.0051;1.1709;0.0171;1.0000
2025-11-12T07:55:00.0/2025-11-12T07:56:00.0;6.9813;4.7700;3.6361;1.1339;12.0677;1.0822;0.0044;1.0778;0.0147;1.0000
2025-11-12T07:56:00.0/2025-11-12T07:57:00.0;7.0443;4.8232;3.6844;1.1388;12.1187;0.9861;0.0037;0.9824;0.0122;1.0000
2025-11-12T07:57:00.0/2025-11-12T07:58:00.0;7.1073;4.8765;3.7328;1.1438;12.1691;0.8877;0.0030;0.8847;0.0097;1.0000
2025-11-12T07:58:00.0/2025-11-12T07:59:00.0;7.1702;4.9298;3.7812;1.1486;12.2189;0.7868;0.0022;0.7846;0.0072;1.0000
2025-11-12T07:59:00.0/2025-11-12T08:00:00.0;7.2330;4.9832;3.8298;1.1534;12.2682;0.6835;0.0015;0.6821;0.0047;1.0000
2025-11-12T08:00:00.0/2025-11-12T08:01:00.0;7.2959;5.0366;3.8784;1.1582;12.3169;0.5779;0.0007;0.5772;0.0021;1.0000
2025-11-12T08:01:00.0/2025-11-12T08:02:00.0;7.3587;5.0899;3.9270;1.1629;12.3651;0.4878;0.0000;0.4878;0.0000;1.0000
2025-11-12T08:02:00.0/2025-11-12T08:03:00.0;7.4214;5.1434;3.9758;1.1676;12.4127;0.4864;0.0000;0.4864;0.0000;1.0000
2025-11-12T08:03:00.0/2025-11-12T08:04:00.0;7.4841;5.1968;4.0246;1.1722;12.4599;0.4848;0.0000;0.4848;0.0000;1.0000
2025-11-12T08:04:00.0/2025-11-12T08:05:00.0;7.5468;5.2503;4.0735;1.1768;12.5064;0.4832;0.0000;0.4832;0.0000;1.0000
2025-11-12T08:05:00.0/2025-11-12T08:06:00.0;7.6094;5.3037;4.1224;1.1813;12.5525;0.4813;0.0000;0.4813;0.0000;1.0000
2025-11-12T08:06:00.0/2025-11-12T08:07:00.0;7.6720;5.3572;4.1714;1.1858;12.5981;0.4794;0.0000;0.4794;0.0000;1.0000
2025-11-12T08:07:00.0/2025-11-12T08:08:00.0;7.7346;5.4107;4.2205;1.1903;12.6432;0.4773;0.0000;0.4773;0.0000;1.0000
2025-11-12T08:08:00.0/2025-11-12T08:09:00.0;7.7971;5.4642;4.2696;1.1947;12.6878;0.4751;0.0000;0.4751;0.0000;1.0000
2025-11-12T08:09:00.0/2025-11-12T08:10:00.0;7.8595;5.5178;4.3187;1.1990;12.7319;0.4727;0.0000;0.4727;0.0000;1.0000
2025-11-12T08:10:00.0/2025-11-12T08:11:00.0;7.9219;5.5713;4.3679;1.2033;12.7755;0.4702;0.0000;0.4702;0.0000;1.0000
2025-11-12T08:11:00.0/2025-11-12T08:12:00.0;7.9843;5.6248;4.4172;1.2076;12.8187;0.4676;0.0000;0.4676;0.0000;1.0000
2025-11-12T08:12:00.0/2025-11-12T08:13:00.0;8.0466;5.6784;4.4665;1.2119;12.8614;0.4648;0.0000;0.4648;0.0000;1.0000
2025-11-12T08:13:00.0/2025-11-12T08:14:00.0;8.1089;5.7319;4.5158;1.2161;12.9036;0.4619;0.0000;0.4619;0.0000;1.0000
2025-11-12T08:14:00.0/2025-11-12T08:15:00.0;8.1711;5.7854;4.5652;1.2202;12.9454;0.4589;0.0000;0.4589;0.0000;1.0000
2025-11-12T08:15:00.0/2025-11-12T08:16:00.0;8.2332;5.8390;4.6146;1.2243;12.9868;0.4557;0.0000;0.4557;0.0000;1.0000
2025-11-12T08:16:00.0/2025-11-12T08:17:00.0;8.2953;5.8925;4.6641;1.2284;13.0278;0.4534;0.0000;0.4534;0.0000;1.0000
2025-11-12T08:17:00.0/2025-11-12T08:18:00.0;8.3573;5.9460;4.7136;1.2324;13.0683;0.4559;0.0000;0.4559;0.0000;1.0000
2025-11-12T08:18:00.0/2025-11-12T08:19:00.0;8.4193;5.9995;4.7631;1.2364;13.1083;0.4585;0.0000;0.4585;0.0000;1.0000
2025-11-12T08:19:00.0/2025-11-12T08:20:00.0;8.4812;6.0530;4.8126;1.2404;13.1480;0.4609;0.0000;0.4609;0.0000;1.0000
2025-11-12T08:20:00.0/2025-11-12T08:21:00.0;8.5431;6.1065;4.8622;1.2443;13.1873;0.4634;0.0000;0.4634;0.0000;1.0000
2025-11-12T08:21:00.0/2025-11-12T08:22:00.0;8.6049;6.1600;4.9118;1.2482;13.2261;0.4658;0.0000;0.4658;0.0000;1.0000
2025-11-12T08:22:00.0/2025-11-12T08:23:00.0;8.6666;6.2135;4.9614;1.2520;13.2646;0.4682;0.0000;0.4682;0.0000;1.0000
2025-11-12T08:23:00.0/2025-11-12T08:24:00.0;8.7283;6.2669;5.0111;1.2558;13.3027;0.4706;0.0000;0.4706;0.0000;1.0000
2025-11-12T08:24:00.0/2025-11-12T08:25:00.0;8.7899;6.3203;5.0608;1.2596;13.3403;0.4729;0.0000;0.4729;0.0000;1.0000
2025-11-12T08:25:00.0/2025-11-12T08:26:00.0;8.8514;6.3738;5.1104;1.2633;13.3776;0.4753;0.0000;0.4753;0.0000;1.0000
2025-11-12T08:26:00.0/2025-11-12T08:27:00.0;8.9129;6.4271;5.1601;1.2670;13.4146;0.4775;0.0000;0.4775;0.0000;1.0000
2025-11-12T08:27:00.0/2025-11-12T08:28:00.0;8.9743;6.4805;5.2098;1.2707;13.4511;0.4798;0.0000;0.4798;0.0000;1.0000
2025-11-12T08:28:00.0/2025-11-12T08:29:00.0;9.0356;6.5338;5.2595;1.2743;13.4873;0.4820;0.0000;0.4820;0.0000;1.0000
2025-11-12T08:29:00.0/2025-11-12T08:30:00.0;9.0969;6.5871;5.3093;1.2779;13.5231;0.4842;0.0000;0.4842;0.0000;1.0000
2025-11-12T08:30:00.0/2025-11-12T08:31:00.0;9.1581;6.6404;5.3590;1.2814;13.5586;0.4864;0.0000;0.4864;0.0000;1.0000
2025-11-12T08:31:00.0/2025-11-12T08:32:00.0;9.2192;6.6937;5.4087;1.2849;13.5937;0.4886;0.0000;0.4886;0.0000;1.0000
2025-11-12T08:32:00.0/2025-11-12T08:33:00.0;9.2803;6.7469;5.4585;1.2884;13.6285;0.4916;0.0000;0.4916;0.0000;1.0000
2025-11-12T08:33:00.0/2025-11-12T08:34:00.0;9.3412;6.8001;5.5082;1.2919;13.6629;0.4946;0.0000;0.4946;0.0000;1.0000
2025-11-12T08:34:00.0/2025-11-12T08:35:00.0;9.4021;6.8532;5.5580;1.2953;13.6970;0.4976;0.0000;0.4976;0.0000;1.0000
2025-11-12T08:35:00.0/2025-11-12T08:36:00.0;9.4629;6.9063;5.6077;1.2986;13.7308;0.5006;0.0000;0.5006;0.0000;1.0000
2025-11-12T08:36:00.0/2025-11-12T08:37:00.0;9.5237;6.9594;5.6574;1.3020;13.7642;0.5035;0.0000;0.5035;0.0000;1.0000
2025-11-12T08:37:00.0/2025-11-12T08:38:00.0;9.5843;7.0125;5.7072;1.3053;13.7973;0.5065;0.0000;0.5065;0.0000;1.0000
2025-11-12T08:38:00.0/2025-11-12T08:39:00.0;9.6449;7.0655;5.7569;1.3086;13.8301;0.5094;0.0000;0.5094;0.0000;1.0000
2025-11-12T08:39:00.0/2025-11-12T08:40:00.0;9.7054;7.1184;5.8066;1.3118;13.8626;0.5123;0.0000;0.5123;0.0000;1.0000
2025-11-12T08:40:00.0/2025-11-12T08:41:00.0;9.7658;7.1713;5.8563;1.3150;13.8948;0.5151;0.0000;0.5151;0.0000;1.0000
2025-11-12T08:41:00.0/2025-11-12T08:42:00.0;9.8261;7.2242;5.9060;1.3182;13.9266;0.5180;0.0000;0.5180;0.0000;1.0000
2025-11-12T08:42:00.0/2025-11-12T08:43:00.0;9.8864;7.2770;5.9556;1.3213;13.9582;0.5208;0.0000;0.5208;0.0000;1.0000
2025-11-12T08:43:00.0/2025-11-12T08:44:00.0;9.9466;7.3298;6.0053;1.3245;13.9895;0.5237;0.0000;0.5237;0.0000;1.0000
2025-11-12T08:44:00.0/2025-11-12T08:45:00.0;10.0066;7.3825;6.0549;1.3275;14.0204;0.5265;0.0000;0.5265;0.0000;1.0000
2025-11-12T08:45:00.0/2025-11-12T08:46:00.0;10.0666;7.4351;6.1045;1.3306;14.0511;0.5293;0.0000;0.5293;0.0000;1.0000
2025-11-12T08:46:00.0/2025-11-12T08:47:00.0;10.1265;7.4877;6.1541;1.3336;14.0815;0.5415;0.0000;0.5415;0.0000;1.0000
2025-11-12T08:47:00.0/2025-11-12T08:48:00.0;10.1863;7.5403;6.2037;1.3366;14.1115;0.6016;0.0000;0.6016;0.0000;1.0000
2025-11-12T08:48:00.0/2025-11-12T08:49:00.0;10.2460;7.5928;6.2532;1.3396;14.1414;0.6624;0.0000;0.6624;0.0000;1.0000
2025-11-12T08:49:00.0/2025-11-12T08:50:00.0;10.3056;7.6452;6.3028;1.3425;14.1709;0.7241;0.0000;0.7241;0.0000;1.0000
2025-11-12T08:50:00.0/2025-11-12T08:51:00.0;10.3651;7.6976;6.3522;1.3454;14.2001;0.7865;0.0000;0.7865;0.0000;1.0000
2025-11-12T08:51:00.0/2025-11-12T08:52:00.0;10.4245;7.7499;6.4017;1.3482;14.2291;0.8496;0.0000;0.8496;0.0000;1.0000
2025-11-12T08:52:00.0/2025-11-12T08:53:00.0;10.4838;7.8022;6.4511;1.3511;14.2579;0.9136;0.0000;0.9136;0.0000;1.0000
2025-11-12T08:53:00.0/2025-11-12T08:54:00.0;10.5431;7.8544;6.5005;1.3539;14.2863;0.9783;0.0000;0.9783;0.0000;1.0000
2025-11-12T08:54:00.0/2025-11-12T08:55:00.0;10.6022;7.9065;6.5499;1.3567;14.3145;1.0438;0.0000;1.0438;0.0000;1.0000
2025-11-12T08:55:00.0/2025-11-12T08:56:00.0;10.6612;7.9586;6.5992;1.3594;14.3424;1.1101;0.0000;1.1101;0.0000;1.0000
2025-11-12T08:56:00.0/2025-11-12T08:57:00.0;10.7201;8.0106;6.6484;1.3621;14.3701;1.1771;0.0000;1.1771;0.0000;1.0000
2025-11-12T08:57:00.0/2025-11-12T08:58:00.0;10.7790;8.0625;6.6977;1.3648;14.3975;1.2449;0.0000;1.2449;0.0000;1.0000
2025-11-12T08:58:00.0/2025-11-12T08:59:00.0;10.8377;8.1144;6.7469;1.3675;14.4247;1.3135;0.0000;1.3134;0.0000;1.0000
2025-11-12T08:59:00.0/2025-11-12T09:00:00.0;10.8963;8.1661;6.7960;1.3701;14.4516;1.3828;0.0000;1.3828;0.0000;1.0000
2025-11-12T09:00:00.0/2025-11-12T09:01:00.0;10.9548;8.2171;6.8431;1.3739;14.4741;1.4527;0.0000;1.4527;0.0000;1.0000
2025-11-12T09:01:00.0/2025-11-12T09:02:00.0;11.0132;8.2672;6.8882;1.3789;14.4922;1.5390;0.0026;1.5364;0.0055;1.0000
2025-11-12T09:02:00.0/2025-11-12T09:03:00.0;11.0715;8.3172;6.9332;1.3839;14.5101;1.7057;0.0185;1.6872;0.0387;1.0000
2025-11-12T09:03:00.0/2025-11-12T09:04:00.0;11.1297;8.3671;6.9781;1.3889;14.5278;1.8742;0.0345;1.8396;0.0719;1.0000
2025-11-12T09:04:00.0/2025-11-12T09:05:00.0;11.1877;8.4169;7.0230;1.3939;14.5453;2.0445;0.0508;1.9938;0.1052;1.0000
2025-11-12T09:05:00.0/2025-11-12T09:06:00.0;11.2457;8.4667;7.0678;1.3989;14.5627;2.2168;0.0672;2.1495;0.1385;1.0000
2025-11-12T09:06:00.0/2025-11-12T09:07:00.0;11.3036;8.5164;7.1125;1.4038;14.5798;2.3909;0.0839;2.3070;0.1720;1.0000
2025-11-12T09:07:00.0/2025-11-12T09:08:00.0;11.3613;8.5659;7.1572;1.4088;14.5968;2.5668;0.1008;2.4661;0.2055;1.0000
2025-11-12T09:08:00.0/2025-11-12T09:09:00.0;11.4189;8.6155;7.2017;1.4137;14.6136;2.7446;0.1178;2.6268;0.2391;1.0000
2025-11-12T09:09:00.0/2025-11-12T09:10:00.0;11.4764;8.6649;7.2462;1.4187;14.6302;2.9243;0.1351;2.7892;0.2728;1.0000
2025-11-12T09:10:00.0/2025-11-12T09:11:00.0;11.5338;8.7142;7.2906;1.4236;14.6466;3.1057;0.1526;2.9532;0.3065;1.0000
2025-11-12T09:11:00.0/2025-11-12T09:12:00.0;11.5911;8.7635;7.3350;1.4285;14.6629;3.2890;0.1702;3.1188;0.3403;1.0000
2025-11-12T09:12:00.0/2025-11-12T09:13:00.0;11.6482;8.8126;7.3792;1.4334;14.6790;3.4742;0.1881;3.2861;0.3742;1.0000
2025-11-12T09:13:00.0/2025-11-12T09:14:00.0;11.7052;8.8617;7.4234;1.4383;14.6949;3.6612;0.2062;3.4550;0.4082;1.0000
2025-11-12T09:14:00.0/2025-11-12T09:15:00.0;11.7621;8.9107;7.4675;1.4432;14.7107;3.8499;0.2245;3.6255;0.4422;1.0000
2025-11-12T09:15:00.0/2025-11-12T09:16:00.0;11.8189;8.9596;7.5115;1.4481;14.7263;4.0405;0.2429;3.7976;0.4763;1.0000
2025-11-12T09:16:00.0/2025-11-12T09:17:00.0;11.8756;9.0084;7.5554;1.4529;14.7418;4.2055;0.2595;3.9461;0.5063;1.0000
2025-11-12T09:17:00.0/2025-11-12T09:18:00.0;11.9321;9.0571;7.5993;1.4578;14.7570;4.2343;0.2655;3.9688;0.5156;1.0000
2025-11-12T09:18:00.0/2025-11-12T09:19:00.0;11.9885;9.1057;7.6430;1.4627;14.7722;4.2632;0.2716;3.9915;0.5250;1.0000
2025-11-12T09:19:00.0/2025-11-12T09:20:00.0;12.0448;9.1542;7.6867;1.4675;14.7871;4.2920;0.2778;4.0142;0.5344;1.0000
2025-11-12T09:20:00.0/2025-11-12T09:21:00.0;12.1010;9.2026;7.7303;1.4723;14.8020;4.3209;0.2840;4.0369;0.5438;1.0000
2025-11-12T09:21:00.0/2025-11-12T09:22:00.0;12.1570;9.2509;7.7737;1.4772;14.8166;4.3497;0.2902;4.0595;0.5532;1.0000
2025-11-12T09:22:00.0/2025-11-12T09:23:00.0;12.2129;9.2991;7.8171;1.4820;14.8311;4.3786;0.2965;4.0821;0.5626;1.0000
2025-11-12T09:23:00.0/2025-11-12T09:24:00.0;12.2687;9.3472;7.8604;1.4868;14.8455;4.4075;0.3029;4.1047;0.5720;1.0000
2025-11-12T09:24:00.0/2025-11-12T09:25:00.0;12.3243;9.3952;7.9036;1.4916;14.8597;4.4365;0.3093;4.1272;0.5814;1.0000
2025-11-12T09:25:00.0/2025-11-12T09:26:00.0;12.3798;9.4431;7.9467;1.4964;14.8738;4.4654;0.3157;4.1497;0.5909;1.0000
2025-11-12T09:26:00.0/2025-11-12T09:27:00.0;12.4352;9.4909;7.9897;1.5012;14.8877;4.4944;0.3222;4.1722;0.6003;1.0000
2025-11-12T09:27:00.0/2025-11-12T09:28:00.0;12.4904;9.5386;8.0326;1.5060;14.9015;4.5233;0.3287;4.1946;0.6098;1.0000
2025-11-12T09:28:00.0/2025-11-12T09:29:00.0;12.5455;9.5862;8.0755;1.5107;14.9151;4.5523;0.3353;4.2170;0.6193;1.0000
2025-11-12T09:29:00.0/2025-11-12T09:30:00.0;12.6005;9.6337;8.1182;1.5155;14.9286;4.5813;0.3419;4.2394;0.6288;1.0000
2025-11-12T09:30:00.0/2025-11-12T09:31:00.0;12.6553;9.6810;8.1608;1.5203;14.9419;4.6103;0.3486;4.2617;0.6383;1.0000
2025-11-12T09:31:00.0/2025-11-12T09:32:00.0;12.7100;9.7283;8.2033;1.5250;14.9551;4.6377;0.3544;4.2833;0.6460;1.0000
2025-11-12T09:32:00.0/2025-11-12T09:33:00.0;12.7645;9.7754;8.2457;1.5298;14.9682;4.6566;0.3554;4.3012;0.6452;1.0000
2025-11-12T09:33:00.0/2025-11-12T09:34:00.0;12.8189;9.8225;8.2880;1.5345;14.9812;4.6755;0.3565;4.3191;0.6443;1.0000
2025-11-12T09:34:00.0/2025-11-12T09:35:00.0;12.8732;9.8694;8.3302;1.5392;14.9940;4.6943;0.3575;4.3368;0.6435;1.0000
2025-11-12T09:35:00.0/2025-11-12T09:36:00.0;12.9273;9.9162;8.3722;1.5439;15.0066;4.7130;0.3585;4.3545;0.6426;1.0000
2025-11-12T09:36:00.0/2025-11-12T09:37:00.0;12.9812;9.9629;8.4142;1.5486;15.0192;4.7317;0.3595;4.3721;0.6417;1.0000
2025-11-12T09:37:00.0/2025-11-12T09:38:00.0;13.0351;10.0094;8.4561;1.5533;15.0316;4.7502;0.3605;4.3897;0.6408;1.0000
2025-11-12T09:38:00.0/2025-11-12T09:39:00.0;13.0887;10.0559;8.4978;1.5580;15.0439;4.7686;0.3615;4.4072;0.6399;1.0000
2025-11-12T09:39:00.0/2025-11-12T09:40:00.0;13.1423;10.1022;8.5395;1.5627;15.0560;4.7870;0.3624;4.4246;0.6390;0.5000
2025-11-12T09:40:00.0/2025-11-12T09:41:00.0;13.1956;10.1484;8.5810;1.5674;15.0680;4.8053;0.3634;4.4419;0.6381;0.5000
2025-11-12T09:41:00.0/2025-11-12T09:42:00.0;13.2489;10.1945;8.6224;1.5721;15.0799;4.8234;0.3643;4.4591;0.6372;0.5000
2025-11-12T09:42:00.0/2025-11-12T09:43:00.0;13.3019;10.2405;8.6637;1.5767;15.0917;4.8415;0.3653;4.4763;0.6363;0.5000
2025-11-12T09:43:00.0/2025-11-12T09:44:00.0;13.3549;10.2863;8.7049;1.5814;15.1034;4.8595;0.3662;4.4933;0.6353;0.5000
2025-11-12T09:44:00.0/2025-11-12T09:45:00.0;13.4076;10.3320;8.7460;1.5861;15.1149;4.8774;0.3671;4.5103;0.6344;0.5000
2025-11-12T09:45:00.0/2025-11-12T09:46:00.0;13.4603;10.3776;8.7869;1.5907;15.1263;4.8952;0.3680;4.5273;0.6335;0.5000
2025-11-12T09:46:00.0/2025-11-12T09:47:00.0;13.5127;10.4231;8.8277;1.5953;15.1376;4.9130;0.3689;4.5441;0.6325;0.5000
2025-11-12T09:47:00.0/2025-11-12T09:48:00.0;13.5650;10.4684;8.8684;1.6000;15.1487;4.9306;0.3697;4.5609;0.6315;0.5000
2025-11-12T09:48:00.0/2025-11-12T09:49:00.0;13.6172;10.5136;8.9090;1.6046;15.1598;4.9481;0.3706;4.5775;0.6306;0.5000
2025-11-12T09:49:00.0/2025-11-12T09:50:00.0;13.6692;10.5587;8.9495;1.6092;15.1707;4.9656;0.3714;4.5941;0.6296;0.5000
2025-11-12T09:50:00.0/2025-11-12T09:51:00.0;13.7211;10.6037;8.9898;1.6138;15.1816;4.9829;0.3722;4.6107;0.6286;0.5000
2025-11-12T09:51:00.0/2025-11-12T09:52:00.0;13.7727;10.6485;9.0300;1.6184;15.1922;5.0002;0.3730;4.6271;0.6276;0.5000
2025-11-12T09:52:00.0/2025-11-12T09:53:00.0;13.8242;10.6931;9.0701;1.6230;15.2028;5.0173;0.3738;4.6435;0.6266;0.5000
2025-11-12T09:53:00.0/2025-11-12T09:54:00.0;13.8756;10.7377;9.1101;1.6276;15.2133;5.0344;0.3746;4.6597;0.6256;0.5000
2025-11-12T09:54:00.0/2025-11-12T09:55:00.0;13.9268;10.7821;9.1499;1.6322;15.2237;5.0513;0.3754;4.6759;0.6246;0.5000
2025-11-12T09:55:00.0/2025-11-12T09:56:00.0;13.9778;10.8264;9.1896;1.6368;15.2339;5.0682;0.3762;4.6920;0.6236;0.5000
2025-11-12T09:56:00.0/2025-11-12T09:57:00.0;14.0287;10.8705;9.2292;1.6413;15.2440;5.0850;0.3769;4.7081;0.6226;0.5000
2025-11-12T09:57:00.0/2025-11-12T09:58:00.0;14.0794;10.9145;9.2686;1.6459;15.2541;5.1017;0.3777;4.7240;0.6215;0.5000
2025-11-12T09:58:00.0/2025-11-12T09:59:00.0;14.1299;10.9584;9.3080;1.6504;15.2640;5.1183;0.3784;4.7399;0.6205;0.5000
2025-11-12T09:59:00.0/2025-11-12T10:00:00.0;14.1803;11.0021;9.3471;1.6550;15.2738;5.1347;0.3791;4.7557;0.6194;0.5000
2025-11-12T10:00:00.0/2025-11-12T10:01:00.0;14.2305;11.0457;9.3862;1.6595;15.2835;5.1511;0.3798;4.7713;0.6184;0.5000
2025-11-12T10:01:00.0/2025-11-12T10:02:00.0;14.2805;11.0892;9.4251;1.6641;15.2931;5.1674;0.3805;4.7870;0.6173;0.5000
2025-11-12T10:02:00.0/2025-11-12T10:03:00.0;14.3303;11.1324;9.4639;1.6686;15.3026;5.1836;0.3811;4.8025;0.6163;0.5000
2025-11-12T10:03:00.0/2025-11-12T10:04:00.0;14.3800;11.1756;9.5025;1.6731;15.3120;5.1997;0.3818;4.8179;0.6152;0.5000
2025-11-12T10:04:00.0/2025-11-12T10:05:00.0;14.4295;11.2186;9.5410;1.6776;15.3212;5.2157;0.3824;4.8333;0.6141;0.5000
2025-11-12T10:05:00.0/2025-11-12T10:06:00.0;14.4789;11.2615;9.5793;1.6821;15.3304;5.2316;0.3831;4.8485;0.6131;0.5000
2025-11-12T10:06:00.0/2025-11-12T10:07:00.0;14.5281;11.3042;9.6176;1.6866;15.3395;5.2474;0.3837;4.8637;0.6120;0.5000
2025-11-12T10:07:00.0/2025-11-12T10:08:00.0;14.5770;11.3468;9.6556;1.6911;15.3485;5.2631;0.3843;4.8788;0.6109;0.5000
2025-11-12T10:08:00.0/2025-11-12T10:09:00.0;14.6259;11.3892;9.6936;1.6956;15.3573;5.2787;0.3849;4.8938;0.6098;0.5000
2025-11-12T10:09:00.0/2025-11-12T10:10:00.0;14.6745;11.4315;9.7313;1.7001;15.3661;5.2942;0.3855;4.9087;0.6087;0.5000
2025-11-12T10:10:00.0/2025-11-12T10:11:00.0;14.7230;11.4736;9.7690;1.7046;15.3748;5.3096;0.3861;4.9236;0.6076;0.5000
2025-11-12T10:11:00.0/2025-11-12T10:12:00.0;14.7712;11.5155;9.8065;1.7091;15.3834;5.3249;0.3866;4.9383;0.6065;0.5000
2025-11-12T10:12:00.0/2025-11-12T10:13:00.0;14.8193;11.5574;9.8438;1.7135;15.3918;5.3401;0.3872;4.9530;0.6054;0.5000
2025-11-12T10:13:00.0/2025-11-12T10:14:00.0;14.8673;11.5990;9.8811;1.7180;15.4002;5.3552;0.3877;4.9676;0.6042;0.5000
2025-11-12T10:14:00.0/2025-11-12T10:15:00.0;14.9150;11.6405;9.9181;1.7224;15.4085;5.3702;0.3882;4.9820;0.6031;0.5000
2025-11-12T10:15:00.0/2025-11-12T10:16:00.0;14.9626;11.6819;9.9550;1.7269;15.4167;5.3851;0.3887;4.9964;0.6020;0.5000
2025-11-12T10:16:00.0/2025-11-12T10:17:00.0;15.0099;11.7231;9.9918;1.7313;15.4248;5.3999;0.3892;5.0107;0.6008;0.5000
2025-11-12T10:17:00.0/2025-11-12T10:18:00.0;15.0571;11.7641;10.0284;1.7357;15.4328;5.4146;0.3897;5.0250;0.5997;0.5000
2025-11-12T10:18:00.0/2025-11-12T10:19:00.0;15.1041;11.8050;10.0648;1.7402;15.4407;5.4292;0.3901;5.0391;0.5985;0.5000
2025-11-12T10:19:00.0/2025-11-12T10:20:00.0;15.1510;11.8457;10.1011;1.7446;15.4485;5.4437;0.3906;5.0531;0.5974;0.5000
2025-11-12T10:20:00.0/2025-11-12T10:21:00.0;15.1976;11.8863;10.1373;1.7490;15.4562;5.4581;0.3910;5.0671;0.5962;0.5000
